emp_id department salary promotion_last_5_years work_accident left tenure number_project avg_month_hours job_sat last_evaluation
7562 management medium No No No 2 5 245 71 59
7563 marketing medium No No No 3 3 260 71 85
7564 marketing medium No No No 4 5 229 50 96
7565 marketing medium No No No 5 2 129 95 90
7566 sales medium No No No 4 3 184 95 77
7567 sales medium No No No 3 4 204 65 85
7568 sales medium No Yes No 2 3 152 94 72
7569 sales medium No No No 3 4 142 72 85
7570 sales medium No No No 2 4 136 94 79
7571 sales medium No No No 4 4 216 79 94
7572 sales medium No No No 3 3 201 60 58
7573 sales high No No No 3 4 163 62 76
7574 sales low No No No 5 4 224 94 74
7575 sales medium No No No 3 4 209 24 50
7576 sales medium No Yes No 4 5 257 17 71
7577 sales medium No No No 4 4 234 66 83
7578 sales medium No No No 2 3 221 65 56
7579 sales low No No No 2 2 186 51 62
7580 sales low No No No 3 4 199 41 75
7581 sales low No No No 3 3 235 98 99
7582 sales low No No No 2 5 211 96 55
7583 sales low No No No 4 4 136 55 97
7584 sales low No No No 3 4 155 99 71
7585 accounting low No No No 3 4 269 51 98
7586 accounting low No No No 3 3 285 74 90
7587 accounting low No No No 3 5 241 81 87
7588 hr low No No No 4 3 180 51 87
7589 hr low No Yes No 2 5 224 53 55
7590 hr low No Yes No 2 6 107 67 48
7591 hr low No No No 2 2 167 68 64
7592 technical low No No No 3 3 137 69 63
7593 technical low No No No 3 4 239 71 65
7594 technical low No No No 3 3 239 64 56
7595 technical low No Yes No 2 3 148 62 58
7596 technical low No Yes No 3 4 231 81 50
7597 technical low No No No 2 4 179 84 54
7598 technical low No No No 2 3 181 100 67
7599 technical low No Yes No 4 5 184 72 73
7600 technical medium No No No 2 3 207 57 67
7601 technical medium No No No 4 4 152 73 99
7602 technical medium No No No 4 4 133 91 59
7603 support medium No No No 3 4 178 98 85
7604 support medium No No No 3 4 173 58 95
7605 support medium No Yes No 5 2 113 73 52
7606 support medium No No No 2 3 236 96 95
7607 support medium No No No 5 3 188 57 98
7608 support medium No No No 2 3 269 77 73
7609 support medium No No No 3 2 203 30 85
7610 support medium No No No 3 3 214 85 75
7611 support medium No No No 6 2 185 49 83
7612 support high No No No 6 4 265 77 43
7613 support low No No No 4 4 184 100 99
7614 technical medium No No No 3 3 157 85 74
7615 technical medium No No No 3 3 258 87 75
7616 technical medium No Yes No 6 3 222 90 79
7617 management medium No No No 4 5 248 71 80
7618 IT low No No No 4 5 162 59 56
7619 IT low No Yes No 3 3 250 85 74
7620 IT low No No No 3 4 231 72 82
7621 IT low No No No 3 3 165 73 65
7622 IT low No No No 2 3 272 90 54
7623 product_mng low No No No 2 4 177 59 65
7624 product_mng low No No No 3 3 133 52 90
7625 product_mng low No No No 3 4 159 85 49
7626 product_mng low No No No 3 3 130 35 40
7627 IT low No No No 4 3 185 70 68
7628 RandD low No No No 3 3 182 58 86
7629 RandD low No No No 4 2 238 89 50
7630 RandD low No No No 3 3 211 54 63
7631 RandD low No No No 3 4 209 55 89
7632 RandD low No No No 3 5 190 77 62
7633 marketing low No Yes No 4 4 272 55 61
7634 sales low No No No 3 3 202 60 77
7635 accounting low No No No 3 4 185 75 90
7636 support low No No No 3 3 176 57 88
7637 technical low No No No 3 4 239 69 94
7638 management low No Yes No 3 4 238 87 98
7639 marketing medium No Yes No 6 5 269 69 36
7640 marketing medium No No No 5 3 232 58 92
7641 marketing medium No Yes No 6 2 148 87 64
7642 sales medium No No No 2 3 149 71 77
7643 sales medium No No No 2 4 203 74 78
7644 sales medium No No No 3 5 235 75 53
7645 sales medium No Yes No 2 2 269 50 54
7646 sales medium No No No 2 4 260 59 86
7647 sales medium No No No 3 3 216 81 84
7648 sales medium No Yes No 2 3 136 34 55
7649 sales medium No No No 3 5 158 53 87
7650 sales medium No No No 4 4 180 94 85
7651 sales high No No No 2 5 133 76 77
7652 sales low No No No 4 5 199 20 58
7653 sales medium No Yes No 2 3 169 97 67
7654 sales medium No No No 2 3 195 96 72
7655 sales medium No No No 3 5 205 81 50
7656 sales medium No Yes No 4 4 156 20 48
7657 sales low No Yes No 2 3 125 53 71
7658 sales low No No No 4 3 171 75 76
7659 sales low No No No 3 4 199 55 91
7660 sales low No No No 2 5 187 58 65
7661 accounting low No No No 4 4 218 99 64
7662 accounting low No No No 3 4 268 96 86
7663 accounting low No No No 2 3 257 82 92
7664 hr low No Yes No 5 4 224 88 77
7665 hr low No No No 4 4 221 78 97
7666 hr low No No No 5 6 101 46 47
7667 hr low No No No 2 3 224 88 59
7668 technical low No Yes No 4 3 223 91 55
7669 technical low No No No 4 4 271 60 68
7670 technical low No No No 2 3 210 82 51
7671 technical low No No No 3 4 241 67 56
7672 technical low No No No 3 3 209 55 61
7673 technical low No No No 4 5 186 73 62
7674 technical low No No No 2 4 273 59 68
7675 technical low No Yes No 2 6 172 40 65
7676 technical low No No No 2 3 209 56 99
7677 technical low No Yes No 2 4 175 87 57
7678 technical medium No No No 3 5 239 50 53
7679 support medium No No No 4 4 231 98 79
7680 support medium No No No 3 4 131 71 96
7681 support medium No No No 3 4 217 72 89
7682 support medium No No No 2 4 242 50 83
7683 support medium No No No 2 3 224 89 56
7684 support medium No Yes No 3 3 208 56 68
7685 support medium No No No 5 4 167 32 55
7686 support medium No No No 2 5 269 96 88
7687 support medium No No No 2 4 156 67 92
7688 support medium No No No 6 3 238 26 70
7689 support medium No No No 4 5 193 51 90
7690 technical high No No No 5 4 196 16 78
7691 technical low No No No 2 5 233 77 71
7692 technical medium No No No 5 2 152 67 52
7693 management medium No No No 2 4 252 36 77
7694 IT medium No Yes No 5 3 262 69 82
7695 IT medium No No No 4 3 261 72 76
7696 IT low No No No 2 4 144 72 81
7697 IT low No No No 3 4 234 88 95
7698 IT low No No No 2 2 234 91 55
7699 product_mng low No Yes No 2 4 170 96 60
7700 product_mng low No No No 4 3 238 49 80
7701 product_mng low No No No 3 5 242 59 97
7702 product_mng low No No No 3 4 209 80 87
7703 IT low No No No 3 4 206 91 67
7704 RandD low No No No 5 4 240 18 79
7705 RandD low No No No 2 5 215 94 58
7706 RandD low No No No 4 3 147 44 61
7707 RandD low No No No 2 2 265 96 59
7708 RandD low No No No 3 4 162 55 97
7709 marketing low No No No 3 4 239 99 54
7710 sales low No No No 2 3 224 75 88
7711 accounting low No No No 3 4 256 66 78
7712 support low No No No 3 3 263 96 57
7713 technical low No No No 4 6 272 60 86
7714 management medium No No No 4 4 159 64 78
7715 marketing medium No No No 2 4 219 85 80
7716 marketing medium No No No 6 3 210 30 53
7717 marketing medium No Yes No 3 4 237 74 95
7718 sales medium No No No 3 5 226 14 80
7719 sales medium No No No 3 3 212 93 76
7720 sales medium No No No 5 3 250 75 48
7721 sales medium No No No 3 4 171 58 63
7722 sales medium No No No 4 3 149 59 60
7723 sales medium No No No 6 5 228 20 90
7724 sales medium No No No 2 3 215 100 84
7725 sales medium No No No 3 3 272 51 51
7726 sales high No No No 6 4 192 16 72
7727 sales low No No No 4 5 226 77 56
7728 sales medium No No No 3 2 149 61 47
7729 sales medium No No No 2 3 244 73 51
7730 sales medium No No No 3 4 193 52 85
7731 sales medium No No No 3 4 247 13 72
7732 sales low No No No 3 3 181 73 62
7733 sales low No Yes No 3 2 137 39 68
7734 sales low No No No 4 3 211 92 80
7735 sales low No No No 4 5 137 34 78
7736 sales low No Yes No 2 4 229 94 51
7737 accounting low No No No 3 4 168 82 65
7738 accounting low No Yes No 3 4 180 26 69
7739 accounting low No No No 2 4 177 78 53
7740 hr low No No No 2 4 191 61 95
7741 hr low No Yes No 2 3 191 50 53
7742 hr low No No No 3 4 125 52 96
7743 hr low No No No 3 4 152 89 79
7744 technical low No No No 2 4 174 85 52
7745 technical low No No No 3 4 135 62 86
7746 technical low No No No 3 2 117 38 67
7747 technical low No Yes No 5 2 180 55 49
7748 technical low No No No 3 4 146 83 84
7749 technical low No No No 3 3 249 62 65
7750 technical low No Yes No 3 3 136 60 54
7751 technical low No Yes No 3 4 198 62 50
7752 technical low No No No 3 5 201 23 88
7753 technical medium No Yes No 4 6 132 13 74
7754 technical medium No No No 4 4 142 96 63
7755 support medium No Yes No 3 5 256 50 74
7756 support medium No No No 2 3 135 66 72
7757 support medium No No No 2 4 209 61 72
7758 support medium No No No 5 5 287 45 48
7759 support medium No Yes No 3 4 222 50 95
7760 support medium No No No 2 3 227 75 82
7761 support medium No No No 2 4 162 88 50
7762 support medium No No No 2 5 206 49 79
7763 support medium No No No 6 5 273 82 87
7764 support medium No No No 3 4 135 92 65
7765 support high No Yes No 2 5 99 40 85
7766 technical low No No No 4 4 166 36 61
7767 technical medium No Yes No 3 5 187 80 99
7768 technical medium No No No 3 4 134 68 65
7769 management medium No Yes No 3 4 137 54 45
7770 IT medium No No No 2 3 175 73 69
7771 IT low No No No 2 5 188 64 49
7772 IT low No No No 4 5 161 12 39
7773 IT low No No No 6 4 145 60 70
7774 IT low No No No 6 4 111 36 62
7775 product_mng low No No No 2 3 176 63 76
7776 product_mng low No No No 3 2 192 67 94
7777 product_mng low No Yes No 2 3 179 83 90
7778 product_mng low No No No 3 4 224 48 90
7779 IT low No No No 5 4 241 89 56
7780 RandD low No No No 3 3 201 71 96
7781 RandD low No No No 2 4 138 31 59
7782 RandD low No No No 2 5 168 89 84
7783 RandD low No No No 3 2 120 38 51
7784 RandD low No No No 3 3 179 88 92
7785 marketing low No No No 3 3 250 64 85
7786 sales low No Yes No 3 4 237 65 74
7787 accounting low No No No 3 4 192 65 81
7788 support low No No No 3 4 258 54 97
7789 technical low No No No 4 4 257 69 76
7790 management low No No No 3 2 271 77 78
7791 marketing low No No No 2 3 184 28 66
7792 marketing medium No No No 6 6 214 33 40
7793 marketing medium No No No 3 4 198 83 68
7794 sales medium No No No 2 3 274 89 73
7795 sales medium No No No 2 5 279 76 60
7796 sales medium No No No 2 5 272 83 64
7797 sales medium No No No 3 4 152 57 85
7798 sales medium No No No 4 2 287 61 89
7799 sales medium No Yes No 6 2 239 96 89
7800 sales medium No No No 6 4 274 17 50
7801 sales medium No No No 2 4 121 61 60
7802 sales medium No No No 2 5 199 73 74
7803 sales medium No No No 3 3 175 30 39
7804 sales high No No No 3 2 115 42 67
7805 sales low No Yes No 4 3 194 65 75
7806 sales medium No No No 3 2 119 17 45
7807 sales medium No Yes No 4 5 162 12 82
7808 sales medium No No No 2 5 264 70 78
7809 sales medium No No No 2 3 179 87 88
7810 sales low No No No 3 5 213 43 44
7811 sales low No No No 2 3 269 84 65
7812 sales low No No No 3 3 160 94 55
7813 accounting low No No No 2 4 133 89 76
7814 accounting low No No No 3 5 201 69 75
7815 accounting low No No No 5 4 160 18 99
7816 hr low No No No 3 3 274 98 69
7817 hr low No No No 4 5 245 30 88
7818 hr medium No No No 3 3 237 51 53
7819 hr medium No No No 6 3 279 76 90
7820 technical medium No No No 3 4 207 67 96
7821 technical medium No No No 6 4 218 12 84
7822 technical medium No No No 2 5 240 42 41
7823 technical medium No No No 3 3 153 69 76
7824 technical medium No No No 2 3 144 63 96
7825 technical medium No Yes No 3 2 159 66 62
7826 technical medium No No No 2 3 237 50 50
7827 technical medium No Yes No 2 5 148 67 82
7828 technical medium No No No 3 4 205 59 62
7829 technical medium No Yes No 3 2 264 75 78
7830 technical medium No No No 2 5 189 88 89
7831 support medium No No No 3 3 243 99 75
7832 support medium No No No 2 2 199 44 42
7833 support medium No No No 2 4 205 65 78
7834 support medium No No No 4 3 184 88 63
7835 support medium No No No 4 2 274 58 79
7836 support medium No No No 3 4 181 99 90
7837 support medium No No No 2 3 205 76 71
7838 support medium No No No 5 5 172 14 98
7839 support medium No No No 2 3 164 57 86
7840 support medium No Yes No 2 3 138 52 82
7841 support medium No No No 3 5 262 71 55
7842 technical medium No No No 3 5 264 27 75
7843 technical high No No No 2 3 225 49 52
7844 technical high No No No 2 3 199 59 50
7845 management high No No No 5 6 210 24 65
7846 IT high No No No 4 6 226 18 87
7847 IT high No No No 3 5 134 73 62
7848 IT high No No No 6 6 111 78 63
7849 IT high No Yes No 2 5 142 94 73
7850 IT high No No No 3 3 213 86 53
7851 product_mng high No No No 2 4 139 97 88
7852 product_mng high No No No 3 3 145 49 54
7853 product_mng high No No No 6 4 149 82 48
7854 product_mng high No Yes No 2 4 147 86 64
7855 IT low No Yes No 3 3 193 30 39
7856 RandD low No No No 2 4 270 70 38
7857 RandD low No No No 3 5 266 80 78
7858 RandD low No No No 4 2 278 36 63
7859 RandD low No No No 2 3 165 40 61
7860 RandD low No No No 2 4 175 80 58
7861 marketing low No No No 4 4 140 98 73
7862 sales low No No No 3 3 149 92 67
7863 accounting low No No No 4 3 205 68 100
7864 support low No No No 3 3 253 100 59
7865 technical low No No No 4 3 222 80 54
7866 management low No No No 4 4 216 85 69
7867 marketing low No No No 2 3 139 69 60
7868 marketing low No No No 2 4 252 57 52
7869 marketing low No No No 2 2 173 33 72
7870 sales medium No Yes No 3 6 178 19 48
7871 sales medium No No No 2 3 160 50 63
7872 sales medium No No No 4 3 261 52 88
7873 sales medium No No No 3 6 188 13 52
7874 sales medium No No No 5 4 219 18 73
7875 sales medium No No No 3 4 263 86 64
7876 sales medium No No No 3 4 165 86 59
7877 sales medium No No No 6 6 218 16 76
7878 sales medium No Yes No 3 2 239 43 46
7879 sales medium No Yes No 2 3 212 79 63
7880 sales medium No No No 3 4 133 51 67
7881 sales medium No Yes No 3 5 250 83 55
7882 sales high No No No 3 3 114 61 45
7883 sales high No No No 2 3 168 65 57
7884 sales high No No No 2 4 252 95 83
7885 sales high No No No 4 5 189 63 64
7886 sales high No Yes No 2 3 265 72 60
7887 sales high No No No 3 3 176 80 57
7888 sales high No No No 4 4 150 70 57
7889 accounting high No Yes No 6 5 97 45 79
7890 accounting low No No No 2 4 265 64 85
7891 accounting low No No No 4 4 260 94 48
7892 hr low No No No 2 4 164 57 76
7893 hr low No No No 2 4 142 35 56
7894 hr low No No No 4 2 247 75 81
7895 hr low No No No 3 5 182 70 92
7896 technical low No No No 3 2 238 70 47
7897 technical low No No No 3 3 191 61 62
7898 technical medium No No No 3 4 178 78 87
7899 technical medium No No No 2 4 208 97 77
7900 technical medium No No No 2 3 256 51 76
7901 technical medium No No No 3 5 243 56 71
7902 technical medium No No No 3 3 233 87 55
7903 technical medium No No No 3 5 200 64 78
7904 technical medium No Yes No 2 2 226 60 85
7905 technical medium No No No 2 2 150 90 76
7906 technical medium No No No 2 2 141 54 62
7907 support medium No No No 3 5 139 23 80
7908 support medium No Yes No 4 3 199 80 81
7909 support medium No Yes No 6 4 154 23 78
7910 support medium No No No 2 3 247 81 51
7911 support medium No No No 5 5 239 35 60
7912 support medium No No No 2 4 137 67 80
7913 support medium No No No 5 4 119 46 60
7914 support medium No Yes No 5 4 134 84 98
7915 support medium No No No 4 3 243 92 79
7916 support medium No No No 3 5 210 75 93
7917 support medium No No No 2 4 265 70 57
7918 technical medium No No No 3 4 204 70 75
7919 technical medium No No No 5 6 273 90 81
7920 technical medium No No No 2 3 177 80 100
7921 management high No No No 6 5 285 50 65
7922 IT low No No No 2 4 222 84 72
7923 IT medium No Yes No 2 3 185 48 94
7924 IT medium No No No 6 5 151 98 87
7925 IT medium No No No 4 3 109 64 96
7926 IT medium No No No 4 4 192 58 53
7927 product_mng medium No No No 3 4 139 66 89
7928 product_mng medium No No No 2 4 191 76 98
7929 product_mng medium No No No 3 6 114 32 42
7930 product_mng medium No No No 2 3 212 49 87
7931 IT medium No No No 2 3 162 81 51
7932 RandD medium No No No 5 5 191 42 48
7933 RandD low No No No 3 3 234 17 85
7934 RandD low No No No 3 4 265 49 59
7935 RandD low No No No 2 6 283 34 69
7936 RandD low No No No 4 3 232 86 81
7937 marketing low No Yes No 3 4 208 51 71
7938 sales low No Yes No 3 4 258 49 99
7939 accounting low No No No 2 3 175 49 63
7940 support high No No No 3 3 238 51 59
7941 technical low No No No 3 3 166 64 52
7942 management high No No No 2 4 225 62 85
7943 marketing high No No No 6 4 221 81 52
7944 marketing low No No No 3 2 263 95 57
7945 marketing low No Yes No 4 4 218 88 66
7946 sales high No No No 4 5 236 87 68
7947 sales low No No No 2 5 133 73 68
7948 sales medium No No No 3 2 237 98 73
7949 sales high No No No 6 3 204 77 48
7950 sales medium No No No 3 3 166 76 99
7951 sales medium No Yes No 2 4 189 21 93
7952 sales medium No No No 3 4 251 72 63
7953 sales medium No No No 2 2 121 41 56
7954 sales high No No No 2 3 149 90 56
7955 sales medium No No No 2 5 198 96 90
7956 sales medium No No No 3 4 163 61 48
7957 sales medium No No No 2 4 222 60 80
7958 sales high No No No 4 2 107 50 76
7959 sales medium No No No 2 4 162 79 61
7960 sales high No No No 3 6 192 32 69
7961 sales low No No No 3 5 236 85 59
7962 sales medium No No No 2 5 225 90 62
7963 sales medium No No No 2 4 167 74 54
7964 sales medium No Yes No 4 6 219 21 76
7965 accounting medium No No No 3 3 255 91 61
7966 accounting low No No No 2 5 137 90 66
7967 accounting low No No No 3 4 193 74 99
7968 hr low No No No 2 3 239 76 75
7969 hr low No No No 5 5 179 45 61
7970 hr low No Yes No 2 3 205 73 63
7971 hr low No Yes No 5 3 140 60 73
7972 technical low No No No 2 5 256 80 77
7973 technical low No No No 3 4 243 53 70
7974 technical low No No No 3 5 163 97 63
7975 technical low No No No 2 3 167 64 99
7976 technical high No No No 5 4 190 92 59
7977 technical low No Yes No 3 5 145 60 57
7978 technical low No No No 4 4 265 100 60
7979 technical low No No No 2 4 272 69 63
7980 technical low No No No 5 5 140 53 45
7981 technical high No No No 2 4 236 63 58
7982 technical low No Yes No 3 4 255 57 89
7983 support low No No No 6 5 131 79 45
7984 support low No No No 6 4 209 68 92
7985 support high No No No 2 3 250 56 61
7986 support low No Yes No 2 3 201 48 51
7987 support medium No No No 2 4 271 59 67
7988 support high No No No 5 6 237 34 76
7989 support medium No No No 4 3 239 98 87
7990 support high No Yes No 3 2 135 36 45
7991 support medium No No No 2 2 182 60 58
7992 support medium No No No 4 6 193 24 54
7993 support medium No Yes No 3 4 192 67 72
7994 technical medium No No No 6 5 144 17 60
7995 technical medium No No No 3 3 251 57 58
7996 technical medium No No No 2 3 161 70 85
7997 management medium No No No 3 3 171 73 62
7998 IT medium No No No 5 4 153 61 86
7999 IT high No No No 2 4 161 95 96
8000 IT low No No No 4 3 226 85 55
8001 IT medium No No No 3 3 193 72 90
8002 IT medium No No No 3 4 204 84 66
8003 product_mng medium No No No 2 2 158 57 47
8004 product_mng medium No No No 4 3 236 69 69
8005 product_mng medium No No No 3 4 191 57 68
8006 product_mng medium No No No 4 6 104 52 59
8007 IT medium No No No 2 3 245 56 55
8008 RandD medium No Yes No 3 3 186 75 74
8009 RandD medium No Yes No 4 5 168 98 75
8010 RandD high No Yes No 3 4 262 48 55
8011 RandD low No No No 3 2 116 35 67
8012 RandD low No No No 2 4 187 66 93
8013 marketing low No No No 3 5 184 79 90
8014 marketing high No No No 3 4 155 86 53
8015 sales low No No No 2 5 190 88 100
8016 accounting low No No No 3 3 242 83 64
8017 support low No No No 2 5 204 80 64
8018 technical high No No No 3 4 232 64 69
8019 management low No No No 2 4 245 72 59
8020 marketing low No No No 2 3 251 67 61
8021 marketing low No No No 2 4 179 75 70
8022 marketing low No No No 2 4 153 65 95
8023 sales low No No No 6 5 210 98 98
8024 sales low No Yes No 2 2 257 68 80
8025 sales low No No No 4 3 137 52 37
8026 sales medium No No No 2 4 179 68 93
8027 sales medium No No No 3 4 213 92 74
8028 sales medium No Yes No 6 3 106 86 79
8029 sales medium No No No 2 4 272 50 99
8030 sales medium No No No 2 4 153 35 37
8031 sales medium No No No 3 5 172 76 97
8032 sales medium No No No 2 4 224 66 95
8033 sales medium No Yes No 3 3 230 58 71
8034 sales medium No No No 4 4 222 55 97
8035 sales medium No No No 3 3 270 90 53
8036 sales medium No No No 3 4 205 75 71
8037 sales medium No Yes No 3 4 134 90 63
8038 sales high No Yes No 4 5 275 14 54
8039 sales low No No No 3 4 183 86 57
8040 sales medium No No No 4 4 143 56 84
8041 sales medium No No No 2 5 259 54 63
8042 accounting medium No No No 4 5 186 36 80
8043 accounting medium No No No 3 3 155 82 59
8044 accounting low No No No 3 2 266 49 42
8045 hr low No No No 2 3 215 77 97
8046 hr low No No No 3 4 179 64 83
8047 hr low No No No 3 3 217 93 53
8048 hr low No No No 3 5 235 96 94
8049 technical low No No No 2 3 164 60 97
8050 technical low No No No 5 3 178 58 55
8051 technical low No No No 3 5 170 52 49
8052 technical low No No No 3 5 241 74 79
8053 technical low No No No 2 4 222 64 99
8054 technical low No No No 3 3 233 93 59
8055 technical low No No No 3 5 243 76 49
8056 technical low No No No 2 4 175 50 54
8057 technical low No No No 3 4 266 79 55
8058 technical low No No No 2 5 201 97 95
8059 technical low No No No 4 5 259 60 49
8060 support low No No No 5 5 105 84 73
8061 support low No No No 3 5 189 75 99
8062 support low No No No 2 4 232 24 91
8063 support low No No No 6 5 258 24 91
8064 support low No No No 3 5 173 51 58
8065 support medium No No No 3 4 147 50 88
8066 support medium No No No 6 3 256 66 36
8067 support medium No No No 4 3 206 97 77
8068 support medium No No No 3 4 175 61 50
8069 support medium No Yes No 2 4 274 77 49
8070 support medium No No No 3 3 229 74 64
8071 technical medium No No No 3 4 161 92 98
8072 technical medium No No No 2 2 188 78 99
8073 technical medium No No No 3 3 205 56 57
8074 management medium No No No 3 3 246 82 63
8075 IT medium No No No 5 5 161 26 98
8076 IT medium No No No 3 5 246 69 85
8077 IT high No No No 3 4 158 78 83
8078 IT low No No No 3 3 175 67 86
8079 IT medium No Yes No 3 5 268 77 91
8080 product_mng medium No No No 2 4 211 80 63
8081 product_mng medium No No No 2 3 274 51 51
8082 product_mng medium No No No 3 4 241 77 52
8083 product_mng low No No No 2 3 170 65 71
8084 IT low No No No 5 3 287 58 53
8085 RandD low No No No 6 2 235 67 39
8086 RandD low No Yes No 3 3 98 33 39
8087 RandD low No Yes No 5 6 105 78 66
8088 RandD low No No No 3 3 226 58 83
8089 RandD low No No No 4 4 171 63 59
8090 RandD low No No No 4 4 153 63 51
8091 marketing low No No No 4 3 183 59 55
8092 sales low No No No 3 5 139 60 90
8093 accounting low No No No 3 5 210 93 90
8094 support low No No No 4 2 177 78 77
8095 technical low No No No 2 3 148 65 60
8096 management low No No No 2 4 198 100 61
8097 marketing low No Yes No 4 3 137 96 100
8098 marketing low No Yes No 3 5 233 54 97
8099 marketing low No No No 4 2 204 98 69
8100 sales low No No No 2 2 164 34 59
8101 sales low No No No 2 5 162 71 53
8102 sales low No Yes No 2 3 180 64 64
8103 sales low No No No 2 2 199 71 93
8104 sales medium No No No 2 4 190 58 63
8105 sales medium No Yes No 3 4 151 87 96
8106 sales medium No No No 3 4 162 58 85
8107 sales medium No No No 2 3 139 87 67
8108 sales medium No Yes No 3 3 231 72 86
8109 sales medium No No No 2 5 269 67 83
8110 sales medium No No No 3 4 249 53 97
8111 sales medium No No No 2 3 148 78 61
8112 sales medium No No No 5 4 233 19 63
8113 sales medium No No No 4 4 240 100 88
8114 sales medium No Yes No 2 5 229 75 75
8115 sales medium No Yes No 2 3 256 29 66
8116 sales high No No No 2 2 188 37 70
8117 sales low No No No 2 3 167 78 50
8118 sales medium No No No 4 5 190 24 64
8119 accounting medium No No No 3 4 168 49 70
8120 accounting medium No No No 5 6 154 18 64
8121 accounting medium No No No 3 4 135 76 85
8122 hr low No No No 3 4 217 50 97
8123 hr low No No No 2 3 253 82 94
8124 hr low No No No 3 3 180 97 94
8125 hr low No No No 2 4 225 72 90
8126 technical low No Yes No 3 4 134 98 64
8127 technical low No No No 2 3 192 76 73
8128 technical low No No No 3 3 224 72 88
8129 technical low No No No 5 3 260 96 91
8130 technical low No Yes No 3 3 178 62 78
8131 technical low No Yes No 5 4 166 25 98
8132 technical low No No No 3 5 180 82 56
8133 technical low No No No 2 3 189 59 90
8134 technical low No No No 3 3 154 94 73
8135 technical low No No No 3 3 236 72 88
8136 technical low No No No 3 5 198 53 78
8137 support low No No No 3 3 148 67 83
8138 support low No No No 2 4 205 99 52
8139 support low No No No 3 4 133 64 53
8140 support low No Yes No 3 4 160 61 57
8141 support low No Yes No 2 4 201 89 85
8142 support low No No No 4 5 157 61 70
8143 support medium No No No 2 3 260 90 74
8144 support medium No No No 3 5 152 96 51
8145 support medium No No No 3 4 218 62 55
8146 support medium No No No 2 3 252 89 57
8147 support medium No No No 3 4 216 52 67
8148 technical medium No No No 2 3 183 66 99
8149 technical medium No No No 2 5 269 96 60
8150 technical medium No No No 4 5 132 95 89
8151 management medium No No No 4 4 170 75 98
8152 IT medium No Yes No 5 5 257 39 87
8153 IT medium No No No 2 3 138 93 69
8154 IT medium No No No 3 3 115 44 54
8155 IT high No No No 2 3 165 90 67
8156 IT low No No No 3 3 214 75 81
8157 product_mng medium No No No 2 2 246 45 75
8158 product_mng medium No No No 3 2 188 42 60
8159 product_mng medium No No No 2 3 255 99 82
8160 product_mng medium No No No 2 4 190 89 91
8161 IT low No No No 4 4 164 96 90
8162 RandD low No No No 3 3 165 50 46
8163 RandD low No No No 3 3 141 59 59
8164 RandD low No No No 2 3 154 57 69
8165 RandD low No No No 2 3 165 100 87
8166 RandD low No No No 2 5 266 60 59
8167 RandD low No No No 6 6 235 21 85
8168 marketing low No No No 2 4 159 63 83
8169 sales low No No No 3 3 218 80 82
8170 accounting low No No No 4 3 149 51 96
8171 support low No No No 3 5 239 89 96
8172 technical low No No No 3 4 225 83 58
8173 management low No No No 3 6 247 77 74
8174 marketing low No No No 2 4 183 79 99
8175 marketing low No No No 2 5 214 63 85
8176 marketing low No No No 2 5 113 68 48
8177 sales low No No No 2 4 244 74 69
8178 sales low No No No 4 6 286 49 67
8179 sales medium No No No 2 3 139 46 55
8180 sales medium No No No 3 5 176 90 91
8181 sales medium No No No 3 5 136 70 67
8182 sales medium No No No 2 4 222 84 71
8183 sales medium No No No 4 4 269 89 77
8184 sales medium No No No 2 4 183 59 87
8185 sales medium No No No 3 3 206 57 72
8186 sales medium No No No 3 3 158 53 49
8187 sales medium No No No 3 4 136 83 89
8188 sales medium No No No 2 4 182 51 66
8189 sales medium No No No 3 4 268 78 61
8190 sales medium No No No 3 3 144 52 69
8191 sales high No No No 4 5 286 42 50
8192 sales low No No No 3 2 268 61 38
8193 sales medium No No No 3 3 255 85 100
8194 sales medium No No No 5 6 245 17 85
8195 sales medium No Yes No 2 3 134 79 52
8196 accounting medium No Yes No 3 3 251 56 98
8197 accounting low No No No 2 5 165 50 73
8198 accounting low No Yes No 2 3 223 51 53
8199 hr low No No No 4 4 225 77 67
8200 hr low No Yes No 3 3 196 84 90
8201 hr low No No No 3 3 253 21 49
8202 hr low No No No 3 5 222 65 57
8203 technical low No No No 3 4 135 95 87
8204 technical low No No No 2 4 217 80 75
8205 technical low No No No 2 5 192 77 85
8206 technical low No No No 3 3 172 57 70
8207 technical low No No No 3 4 183 92 55
8208 technical low No No No 2 5 186 100 71
8209 technical low No No No 3 4 163 85 67
8210 technical low No No No 3 4 262 57 80
8211 technical low No No No 3 3 202 66 68
8212 technical low No No No 3 4 248 85 80
8213 technical low No No No 2 5 214 99 50
8214 support low No No No 4 4 260 91 82
8215 support low No No No 3 4 260 96 97
8216 support low No No No 2 4 251 49 52
8217 support low No No No 5 5 179 39 85
8218 support medium No Yes No 2 4 178 87 74
8219 support medium No No No 4 6 210 19 85
8220 support medium No No No 4 3 273 90 83
8221 support medium No No No 2 5 166 50 50
8222 support medium No No No 2 5 246 70 90
8223 support medium No No No 3 5 192 52 55
8224 support medium No No No 3 3 274 71 69
8225 technical medium No No No 3 3 232 40 41
8226 technical medium No No No 4 3 158 96 53
8227 technical medium No No No 3 5 137 86 92
8228 management medium No No No 2 3 209 68 85
8229 IT medium No No No 2 3 206 56 64
8230 IT high No No No 2 3 230 65 56
